pyq_text_0,pyq_text_1,pyq_text_2,pyq_text_3,pyq_text_4,pyq_text_5,pyq_text_6,pyq_text_7,pyq_text_8,pyq_text_9,pyq_text_10,pyq_text_11,pyq_text_12,pyq_text_13,pyq_text_14,pyq_text_15,pyq_text_16,pyq_text_17,pyq_text_18,pyq_text_19,pyq_text_20,pyq_text_21,pyq_text_22,pyq_text_23,pyq_text_24,pyq_text_25,pyq_text_26,pyq_text_27,pyq_text_28,pyq_text_29,pyq_text_30,pyq_text_31,title_0,title_1,title_2,title_3,title_4,title_5,title_6,title_7,title_8,title_9,title_10,title_11,title_12,title_13,title_14,title_15,title_16,title_17,title_18,title_19,title_20,title_21,title_22,title_23,title_24,title_25,title_26,title_27,title_28,title_29,title_30,title_31,reposted,label
-6.0181456,-2.8674974,-6.0796537,5.487505,-2.8687305,0.06230457,0.65387225,6.134173,6.4381256,0.5237333,0.94698143,0.6176153,-0.38398734,-0.64290726,-2.188595,-1.7957284,-2.3504765,1.0683372,1.3571807,-3.0804467,-2.9612203,1.5581228,-1.0036982,0.16571178,-0.058992386,2.3830302,-0.4256027,-1.3112535,1.7537708,1.1329055,1.8602302,-0.21478176,0.17814672,9.343551,-5.1315603,-1.7761455,2.4798687,0.3895121,-2.2559726,-0.30242795,0.6311294,-0.7652364,0.2190313,1.513473,-1.0370842,1.249863,0.3422698,0.6054586,0.42007327,1.7994115,-0.30298868,1.0850637,0.67111015,0.2479141,0.19131315,-1.1119215,-1.6617222,0.29987174,0.06999649,0.18023223,0.3587531,-0.70847267,0.39127386,0.602582,0,0.1303030303030303
16.07949,0.11497123,-0.26978564,0.7484453,-0.8663576,-0.47910178,0.22700068,0.20652807,0.33362925,-0.08862579,-0.06050065,0.54825366,0.07344589,0.1818363,-0.0782845,-0.44350788,0.2759998,0.24678339,0.22924295,-0.208633,-0.11850881,-0.28121528,0.22491392,0.2112888,0.07894929,0.3374561,0.04301995,0.10383618,0.067207724,0.020990223,0.4112122,-0.22109808,5.286293,-2.9853148,-0.58925515,-2.1756945,-0.07382925,1.169894,0.7270111,-0.8065798,1.273104,0.46712846,0.20407698,0.4748057,-1.6130891,-0.56499976,0.9915534,0.12951778,1.0683937,-0.11131936,0.09887934,-1.2524718,0.9188336,0.7308472,-0.759346,0.23165557,0.4059786,0.5125292,1.0947347,0.9406137,0.93824947,0.50306666,2.1952465,0.94421786,0,0.9151515151515152
0.015865609,1.6488209,8.63967,-2.951728,0.43527067,0.94742143,2.5283306,1.1787509,4.793104,-1.9371252,1.0218294,0.25874916,3.6287577,-1.3325129,0.04975088,1.7490039,0.55122256,0.6706038,-1.9507203,2.2598977,-0.846058,0.7392633,0.120928496,-2.2920725,-0.91738814,-0.022494078,-0.26564163,-0.34256434,2.3949459,0.946777,0.0814614,-0.03147092,4.662388,-0.9045671,0.90861803,0.18155307,-1.7054969,1.8453906,-0.17213827,-0.96390265,-0.9472539,1.8064477,1.3159107,0.6784672,0.23978987,1.2450957,-0.7361821,1.2085932,-2.427962,3.0689254,0.82456475,-0.38869452,0.99935913,-2.3412979,-0.22235253,-0.7546469,-0.9090208,-0.67226577,1.9643602,0.8562846,-1.3244982,1.5731269,1.671245,-1.3190073,0,0.3696969696969697
-1.6067431,-5.8919373,5.278176,4.67648,2.9267986,-6.6370287,0.71854746,-0.93744123,-3.5005856,-1.7632549,2.9318957,-1.2515414,0.55630004,-0.42137688,-1.1197559,-0.8940828,-0.92967564,0.098825455,0.14254713,-1.7882969,-2.551634,2.7925882,1.0648059,1.7998219,0.63494915,-1.7089086,-0.008956537,-0.012268603,-1.5482147,0.34538865,1.4539351,-0.23160987,-0.3698842,0.73043185,-1.3083124,15.123951,2.5811079,-1.5143874,-5.575087,0.8217418,-2.511972,-2.700856,1.2325808,-0.8695306,-2.088554,-1.215769,-0.6953853,-1.0203055,0.4827457,1.5504749,-0.2900534,3.1463678,6.4410133,-4.2476687,1.4983866,3.3014684,-1.9543108,-0.4080797,0.08229111,0.5120547,-0.7930313,-2.2080176,2.2833145,-1.3985114,1,0.34545454545454546
-1.540854,-1.6563966,0.59411514,-1.2629536,-1.1310874,-0.689499,0.23315597,-2.1873934,-0.02579796,6.237213,-1.0346028,-2.280577,3.2849677,2.1122305,-5.153294,-0.4722316,-2.0445743,-1.4345498,-2.8150501,1.5037634,0.4890135,0.29579693,5.7593737,-0.1610314,-3.813314,0.87356573,-0.5216826,1.5779296,-0.24139804,0.61578876,-1.1530621,2.677361,-1.3792332,1.8621782,2.9677353,0.88248634,-3.451773,3.6429794,0.31305057,-0.5445701,0.65073866,1.6874563,-5.410462,-1.5167924,-0.69989985,-1.7826531,1.5092094,-1.2509779,2.3747735,0.32285982,-1.3225356,-1.0115677,1.4218621,0.519431,-0.74572635,1.4988211,0.6563292,-0.70220894,-0.8224975,-0.44015178,2.6307545,-0.6640841,-0.51228213,2.2117841,0,0.7090909090909091
-1.039706,1.8933679,-4.9660387,1.6354498,-0.21456547,3.3589292,0.24562676,3.789949,1.9960976,3.4570217,-2.1788943,2.424035,7.5620475,-2.4004817,5.7758603,4.856033,0.6336569,5.401793,4.19088,2.6644473,0.50783426,2.2295744,-2.9533565,0.9361174,1.7660728,0.94191116,-4.3191795,-1.6186327,-1.9037776,0.87445235,-1.6470181,-0.53808343,-7.672552,-3.7848134,-2.2891862,-1.0426513,-1.0175563,-1.0043281,-0.7468566,-1.1168504,0.14145233,0.085252225,-0.4771615,0.21972136,-0.750054,0.3756534,-0.53371006,0.38431805,0.17092699,0.26650867,0.74704176,-0.64829814,1.3526883,-0.45930165,-0.9972993,-0.3861079,0.8705485,-1.0341513,-0.5738906,0.79403543,1.145888,-0.1683455,-0.72427297,-0.02287297,1,0.9030303030303031
-1.3173975,-5.3519454,1.6768268,-0.6474962,-1.2457864,6.221513,2.2765315,0.2971011,-0.20483783,2.6988468,1.2810162,2.0108418,-5.751705,1.247937,3.6197956,-1.457389,-3.10545,-4.1316385,-2.284542,1.118964,1.2042341,0.4376725,-0.73623043,1.8504308,-2.4032655,0.61106503,0.34759566,0.55156237,2.27384,2.288612,-0.07474968,-1.2640786,6.18061,-1.7114898,0.7752117,-1.6809496,-1.5649161,2.034413,-0.82191634,1.206186,-1.9491946,0.3661989,-1.5762548,-0.6477926,0.18213198,1.7465563,0.048661545,-1.4890487,0.38387138,-0.0715176,0.30695358,0.34097475,1.8046987,1.3672942,1.1756941,0.7942263,-0.6051034,-1.3370521,-1.522774,-0.71564347,-0.014334684,-1.3726951,-0.53843653,0.4242925,0,0.6363636363636364
-5.039158,1.5049828,-2.9972575,-0.41808653,-2.7746634,-6.4870787,1.0995274,-1.1517954,-1.7999451,2.8342237,4.5685477,2.4831095,2.6440163,-5.348645,-0.633315,0.007614929,-0.58571917,0.24307132,-0.22513147,0.082343996,-0.96395135,-1.7577891,-3.8662176,4.9576144,0.05451116,-1.1403136,-0.7458606,2.913048,-2.0434783,0.77455246,-0.80818534,-0.8104049,5.896108,-2.0674598,-2.8210936,0.8516837,1.0640678,-3.3033967,-1.7389274,1.3387176,3.7390342,-0.83093625,0.26022267,1.3219568,-1.4318304,-1.4753184,-0.22436096,0.03515023,-0.63872135,-1.4841523,-0.43737137,-1.5481391,-0.05965738,0.23409197,1.7311227,0.56015337,-1.3599346,-0.2186948,-0.8677046,-0.24674766,-0.5661071,0.7629748,-2.1086469,0.2893861,0,0.38181818181818183
-3.6965747,-0.7613956,-3.8593514,-1.0240501,-4.711097,-4.8259335,6.255719,-1.0380145,-0.7504162,0.030697659,-0.9234774,0.2010102,0.39958635,-1.6441208,0.7396985,3.0175722,0.023624718,-1.4748547,2.5311985,0.10154936,1.9671087,-4.1946893,0.66697633,3.347177,-1.8893273,3.4867244,0.10767636,1.6888083,-1.7713915,-1.1972787,-1.3910861,1.8305823,-3.0647125,-1.4956177,-1.5984187,2.3700814,7.581662,0.19876896,7.2018757,-2.1563725,-1.0575061,0.33497888,-0.47710332,-1.1711241,0.2571891,1.8724703,1.6639873,-2.1544151,-0.012109857,-2.0959625,-0.60301214,1.5259976,-0.10779813,-1.298888,-0.13463688,-0.24344651,-0.60099405,0.2518838,0.71951425,-0.21979567,-1.1050476,0.41341472,-0.29159042,0.866607,0,0.7515151515151515
-5.083989,6.9502707,-0.25039515,-0.6306665,1.0166725,2.1711178,0.3654802,-1.3981218,-0.5439126,-3.8708208,0.49330157,2.1442537,-0.46970946,0.52370065,-0.65011036,1.3727727,1.1692207,2.1764824,-3.9120157,0.8440354,-1.3599246,1.6761391,-2.1249552,2.2374585,-1.1314124,0.51313335,-2.629668,0.32200474,-0.7918037,1.5832797,-0.66577345,-2.8466043,-0.31666273,1.5630049,3.6229038,-0.88579845,0.05905114,3.497044,-0.94370157,0.17802964,-2.5309794,0.7489915,-1.0210568,-0.075128675,-1.2455357,1.2548988,-0.022222817,0.69725287,-1.1939347,-0.35894284,0.21637155,-0.62534016,1.8168558,0.09794639,-0.39057678,-0.78292614,-0.90904546,-1.4345766,-1.022277,0.44149157,-2.2047536,2.0612073,-1.1914755,0.6004497,0,0.37575757575757573
